key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-457898606,IoT-based filter management system using reinforced ANFIS for VOCs reduction in urban industrial facilities,2025,,,Scientific Reports,,15,1,,"Kim, Keunyoung and Chun, Donghyuk and Yang, Woosung",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005525294&doi=10.1038%2Fs41598-025-02435-8&partnerID=40&md5=ad6e186f357141e62976908017619e8e,English,Nature Research,,"This study proposes a low-cost, IoT-based multi-sensor system for monitoring volatile organic compound (VOC) emissions and predicting activated carbon filter replacement in small-scale industrial settings. Sensor modules composed of low-cost VOC sensors were installed at the exhaust of adsorption towers to enable real-time monitoring. To improve measurement accuracy, a Reinforced Adaptive Neuro-Fuzzy Inference System (RANFIS) was developed for VOC concentration prediction, incorporating dynamic outlier detection and correction. Based on RANFIS outputs, a Decision Tree (DT) model estimates the breakthrough point of activated carbon filters to support timely replacement. The system was deployed in an actual automotive painting facility using eight sensor modules with three sensor types. RANFIS outperformed Deep Neural Network (DNN) and conventional ANFIS models, improving RMSE by up to 82.4%. The DT model also achieved over 80% accuracy in predicting filter replacement under different efficiency thresholds. This integrated approach enables real-time, autonomous filter maintenance using economical sensor hardware, providing a scalable solution for VOC management. The proposed system supports more efficient and sustainable operation of emission control systems in small industrial sites. © The Author(s) 2025.",Cited by: 0; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.1038/s41598-025-02435-8,activated carbon; volatile organic compound; adsorption; air pollution control; article; car; con...,,
rayyan-457898607,Sustainable Aquaculture in Smart Cities Cloud-integrated Internet of Things (IOT) Framework with Soil and Water Assessment Tool (SWAT) and Fuzzy Logic Models for Water Quality Monitoring,2025,,,International Journal of Intelligent Engineering and Systems,2185310X,18,10,150 - 165,"Venkateswarulu, K. and Kothalanka, Amarendra",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019626871&doi=10.22266%2Fijies2025.1130.10&partnerID=40&md5=b6001c3172d29fc829a39fd5fd49b8ce,English,Intelligent Network and Systems Society,,"Aquaculture development in smart cities is a sustainable attempt to bring environmentally friendly, transformative food production to urban centers and a new direction in the management of urban environments with the help of Internet of Things (IoT) applications. Nonetheless, the adoption can become inhibited by such challenges as high initial investments to create an IoT infrastructure and implement technologies, particularly in developing regions. The paper examines the possibilities of using IoT applications to help promote sustainable aquaculture through formulating a Soil and Water Assessment Tool (SWOT) model over a given watershed and partitioning it into topography and land use as sub-basins. The model runs in an iterative calibration loop that proceeds to re-minimize differences between simulated and measured water quality data, using strategically positioned sensors with links to a central data acquisition system via the wireless network. The accuracy of a prediction model, based on fuzzy logic, with real-time sensor data, SWAT runs, and future weather predictions, is established and optimised. Advancements in technology, such as the combination of Wireless Sensor Networks (WSNs) and cloud computing, have made it possible to collect, process, and analyse data in a scalable and secure manner. This enables simulations of water quality to be accurate, as seen with the SWAT model. Using the degree of membership, the water quality values between 0.3 and 0.9 are considered. The paper emphasizes the remarkable insights of IoT towards the sustainable development in aquaculture; in the future, it can be merged with the smart city significantly. Real-time water quality parameters (temperature, pH, dissolved oxygen, and conductivity), historical and real-time climate datasets (precipitation, temperature, and wind patterns) obtained from National Oceanic and Atmospheric Administration (NOAA) databases, and SWAT simulation outputs formed the core datasets for developing and calibrating the fuzzy logic-based predictive model. © This article is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License. License details: https://creativecommons.org/licenses/by-sa/4.0/",Cited by: 0; All Open Access; Bronze Open Access,10.22266/ijies2025.1130.10,"",,
rayyan-457898608,Fuzzy System for Environmental Monitoring,2025,,,"Blockchain and the Water Supply Chain: Opportunities, Challenges and Innovations",,,,271 - 298,"Ashwini, S. S. and Dhwarithaa, R. and Nithya Paranthaman, R. and Thandapani, Preethiya and Ramya, G. and Abinaya, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024742052&doi=10.1002%2F9781394417803.ch14&partnerID=40&md5=f7632249f9134ed059fc95eaa87cc9ad,English,wiley,,"This chapter discusses environmental monitoring using a fuzzy system, with its signature ability to model even fuzzy relationships among environmental variables. It details fuzzy inference system's architecture, including fuzzification, rule-based reasoning and defuzzification. The chapter presents case studies including various fuzzy logic applications in air quality monitoring, water pollution assessment and climate change analysis, demonstrating its effectiveness in synthesizing multisource data to yield actionable insights. It analyzes merging fuzzy systems with artificial intelligence (AI) techniques such as machine learning (ML) and neural networks to enhance prediction accuracy and real-time environmental decision-making. ML techniques such as random forest and support vector machines have been widely used to improve fuzzy rule optimization. Techniques of optimized fuzzy rule reduction help to minimize computing complexity. By integrating IoT, edge computing and explainable AI techniques, the next generation of fuzzy systems will drive smarter, more sustainable decision-making in environmental science. © ISTE Ltd 2025. All rights reserved.",Cited by: 0,10.1002/9781394417803.ch14,Air quality; Behavioral research; Decision making; Environmental monitoring; Fuzzy neural network...,,
rayyan-457898609,Design and development of sensor based crop monitoring system using deep learning approach for smart agriculture,2025,,,Multimedia Tools and Applications,13807501,84,28,33663 - 33684,"Sankaran, K. Sakthidasan",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217154609&doi=10.1007%2Fs11042-024-20525-z&partnerID=40&md5=e38d452280e2a264ff62ffcbe12a0d67,English,Springer,,"In present days, agriculture needs some vital enhancement due to rise of human population. However, there occurs a varied range of problems in irrigation system like issues in crop monitoring, water level monitoring and so on. some significant factors like soil temperature, air quality real-time observation, appropriate time for delivering crops to market, water level observation and so on are sensed and are estimated with the use of IoT components for enhancing the productivity. A precise system for crop recommendation is a modern farming approach which uses research data regarding characteristics of soil, types of soil collection of crop yield data, and the suggestion to farmers to choose right crop at right time period depending on their site-desired parameters. Thus, a wrong choice of crop problem is eradicated and the productivity is enhanced. In this paper, sensor-based crop monitoring is performed which helps the farmer to yield right crop at the right time and aims at developing a smart-farming technology. Initially, the database is collected by rope wire that consists of sensors connected to micro controller and the data attained from sensor are stored in cloud at transmitter side from which the data is monitored and processed for further decision making. At receiver side, the collected data is preprocessed. The features are extracted with the use of Discrete Randomized Non-separable Shearlet Transform based feature extraction approach (DRNS-STFE). The best optimum features were selected with the utilization of Reiterative search-based wrapper subset selection (RSB-WSS). The optimization process was carried with the help of multi-objective gradient fast convergence swarm optimization (MOG-FCSOA) for attaining optimal features. At last, the classifier is employed for the classification of sensed data with the use of Consecutive deep ImageNet classifier (CD-ImageNet) classification process. Thus, for the assessment of effectual performance of presented strategy the traditional techniques were related and compared with proposed scheme. The performance estimation is made to prove the effectiveness of proposed scheme. The recommended technique proves to be favorable in monitoring huge crop fields. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Cited by: 2,10.1007/s11042-024-20525-z,Dynamic programming; Feature Selection; Fertilizers; Fuzzy logic; Glucose; Hemp; Irrigation; Line...,,
rayyan-457898610,"Evaluating the transferability of low-cost sensor calibration using ANFIS: a field study in Putrajaya, Malaysia",2025,,,Environmental Monitoring and Assessment,01676369,197,8,,"Alhasa, Kemal Maulana and Nadzir, Mohd Shahrul and Ali, Sawal Hamid Md and Putro, Wahyu Sasongko",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012261329&doi=10.1007%2Fs10661-025-14377-9&partnerID=40&md5=76df87e5ed5d246bda714415f60f0507,English,Springer Science and Business Media Deutschland GmbH,,"This study evaluates the robustness of a previously developed calibration model for low-cost ozone sensors, based on the Adaptive Neuro-Fuzzy Inference System (ANFIS). The model was deployed at a different site without retraining. It was tested in Putrajaya, Malaysia, over a 2-month period in 2018 and compared with conventional laboratory-calibrated models for CO and NO₂ sensors. The ANFIS model demonstrated consistently strong performance for the OX-A431 sensor, with R<sup>2</sup> values approaching 0.9 and lower RMSE, confirming its transferability. However, deviations of up to 70 ppb were recorded during high ozone episodes. This may be due to the limited input variables used—namely O₃, NO₂, temperature, and relative humidity—while other influential factors such as co-pollutants or atmospheric pressure were not included. In contrast, laboratory-calibrated models for the CO-A4 and NO₂-A43F sensors exhibited poorer performance (R<sup>2</sup> = 0.13–0.73), indicating low adaptability under field conditions. These findings underscore the importance of field calibration for low-cost sensors and suggest that incorporating additional environmental and chemical parameters may further improve calibration accuracy. This study contributes to the advancement of generalized machine learning calibration frameworks to enable scalable low-cost sensor networks for ambient air quality monitoring. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2025.",Cited by: 0,10.1007/s10661-025-14377-9,Air quality; Atmospheric humidity; Atmospheric pressure; Calibration; Costs; Distributed computer...;Computer; Nitrogen Dioxide,,
rayyan-457898611,Classification of Temperature and Humidity in Green Open Spaces by Implementing Internet of Things (IoT) using Mamdani Fuzzy Logic,2025,,,Journal of Advanced Research in Applied Sciences and Engineering Technology,,49,2,205 - 217,"Gufroni, Acep Irham and Nur Rachman, Andi and Mubarok, H. and Hiron, Nurul and Ramdani, Cecep Muhamad Sidik and Sambas, Aceng",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201670596&doi=10.37934%2Faraset.49.2.205217&partnerID=40&md5=15984654aef2cd388e2387280b54e060,English,Semarak Ilmu Publishing,,"The condition of green open spaces plays a pivotal role in influencing the comfort and well-being of users engaged in various activities within these environments. Hydrological and microclimate factors, particularly temperature and humidity, hold significant sway over the ecological balance in these areas. This study addresses the need for a tool to assess air temperature and humidity, facilitating public access to critical environmental data that impacts the psychological well-being of living organisms. In pursuit of this objective, a comprehensive monitoring system harnessing the power of the IoT was developed. This system integrates DHT22 and MQ-9 sensors to monitor temperature, humidity, and CO2 gas levels within multiple green open spaces. Data from these sensors is transmitted to a central database with minimal time delays: 2 seconds from the sensors to the server, 1 second from the server to the application, and 3 seconds from the hardware to the application. Impressively, this data transmission achieved a 100% success rate. To assess the comfort levels of these green open spaces, the system employs fuzzy Mamdani logic. It processes data obtained from the DHT22 sensor, using predefined temperature and humidity value thresholds. This innovative monitoring system provides valuable insights into the environmental conditions of green open spaces, contributing to the enhancement of the overall quality and suitability of these areas for various activities. © 2025, Semarak Ilmu Publishing. All rights reserved.",Cited by: 0; All Open Access; Hybrid Gold Open Access,10.37934/araset.49.2.205217,"",,
rayyan-457898612,Type-2 Fuzzy-Controlled Air-Cleaning Mobile Robot †,2025,,,Symmetry,,17,7,,"Chiu, Chiansong and Yao, Shu Yen and Santiago, Carlo",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011650254&doi=10.3390%2Fsym17071088&partnerID=40&md5=ceb5df9a2f0bc706694a222830960bcb,English,Multidisciplinary Digital Publishing Institute (MDPI),,"This research presents the development of a type-2 fuzzy-controlled autonomous mobile robot specifically designed for monitoring and actively maintaining indoor air quality. The core of this system is the proposed type-2 fuzzy PID dual-mode controller used for stably patrolling rooms along the walls of the environment. The design method ingeniously merges the fast error correction capability of PID control with the robust adaptability of type-2 fuzzy logic control, which utilizes interval type-2 fuzzy sets. Furthermore, the type-2 fuzzy rule table of the right wall-following controller can be extended from the first designed fuzzy left wall-following controller in a symmetrical design manner. As a result, this study eliminates the drawbacks of excessive oscillations arising from PID control and sluggish response to large initial errors in typical traditional fuzzy control. The following of the stable wall and obstacle is facilitated with ensured accuracy and easy implementation so that effective air quality monitoring and active PM2.5 filtering are achieved in a movable manner. Furthermore, the augmented reality (AR) interface overlays real-time PM2.5 data directly onto a user’s visual field, enhancing situational awareness and enabling an immediate and intuitive assessment of air quality. As this type of control is different from that used in traditional fixed sensor networks, both broader area coverage and efficient air filtering are achieved. Finally, the experimental results demonstrate the controller’s superior performance and its potential to significantly improve indoor air quality. © 2025 by the authors.",Cited by: 2; All Open Access; Gold Open Access,10.3390/sym17071088,"",,
rayyan-457898613,Application of a Hybrid Model for Data Analysis in Hydroponic Systems,2025,,,Technologies,,13,5,,"Bakirov, Kuanysh and Tussupov, Jamalbek A. and Tussupov, A. and Shayea, Ibraheem Abdullah Mohammed and Shoman, Aruzhan Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006769472&doi=10.3390%2Ftechnologies13050166&partnerID=40&md5=863383140fac8b0afe91ff75939f48a3,English,Multidisciplinary Digital Publishing Institute (MDPI),,"This study presents a hybrid data analysis approach to optimize the growing conditions for beetroot and tarragon microgreens cultivated in hydroponic systems. Maintaining precise microclimate control is essential, as even minor deviations can significantly affect the yield and product quality, but traditional monitoring methods fail to adapt promptly to changing conditions. To overcome this limitation, an automated monitoring system integrating machine learning methods XGBoost 3.0.0, principal component analysis (PCA), and fuzzy logic was developed. The model continuously identifies the deviations in environmental parameters and recommends corrective actions to stabilize the growth conditions. Experimental evaluation demonstrated superior predictive performance by using XGBoost, achieving an accuracy and F1-score of 97.88%, ROC-AUC of 99.99%, and computational efficiency (training completed in 2.3 s), outperforming RandomForest and GradientBoosting algorithms. Real-time data collection was facilitated through IoT sensors transmitting readings via Wi-Fi every 5 s to a local server, accumulating approximately 17,280 records per day. The analysis highlighted air humidity, solution humidity, and temperature as critical influencing factors. This research confirms the developed system’s effectiveness in intelligent hydroponic monitoring, with future work aimed at integrating IoT and IIoT technologies for scalable management across diverse crops. © 2025 by the authors.",Cited by: 0; All Open Access; Gold Open Access,10.3390/technologies13050166,Access control; Automated monitoring; Crop yield; Crop yield prediction; Environmental parameter;...,,
rayyan-457898614,Enhancing Agricultural Internet of Things Data Accuracy: Evaluating Kalman Filter-Based Sensor Denoising Techniques,2025,,,Journal of Biosystems Engineering,17381266,50,1,47 - 58,"Armando, Egas Jose and Hanyurwimfura, Damien and Gatera, Omar and Nduwumuremyi, Athanase",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217250890&doi=10.1007%2Fs42853-025-00252-5&partnerID=40&md5=c7be15630c49ead4abbac31ae918c489,English,Springer Science and Business Media Deutschland GmbH,,"Purpose: With the rapid adoption of the Internet of Things (IoT) in agriculture, monitoring ecological parameters has become increasingly important for farmers aiming to optimize crop yields. However, sensor noise often hampers the collection of accurate data. This pioneering paper addresses the gap by evaluating real-time sensor denoising techniques using Kalman filter models on a Raspberry Pi 4. Methods: A sensor node was deployed in the Ruhango District, Rwanda, for 6 months to address this. We implemented three models: the Unscented Kalman Filter (UKF), the Unscented Kalman Filter combined with Fuzzy Logic (UKF_FL), and the Cubature Kalman Filter (CKF), to process real-time data. The environmental parameters monitored included non-methanic hydrocarbon concentration (NMHC), nitrogen oxide concentration (NO<inf>x</inf>), nitrogen dioxide concentration (NO<inf>2</inf>), and air temperature (T). The performance of these models was assessed using the coefficient of determination, root mean square error, mean absolute error, and computation time and memory usage. Results: Our findings indicate that the Unscented Kalman Filter and Fuzzy Logic (UKF_FL) outperformed the other models, achieving approximately 99% accuracy and a 25% reduction in computational memory usage compared to UKF. Conclusion: This suggests that UKF_FL and CKF are highly suitable for providing an effective solution to the problem of sensor noise in real-time agricultural IoT applications. © The Author(s), under exclusive licence to The Korean Society for Agricultural Machinery 2025.",Cited by: 4,10.1007/s42853-025-00252-5,Bioremediation; Digital storage; Fertilizers; Fuzzy filters; Sensor nodes; Wiener filtering; De-n...,,
rayyan-457898615,"5th International Conference on Computing Science, Communication and Security, COMS2 2024",2025,,,Communications in Computer and Information Science,18650929,2174,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214130692&partnerID=40&md5=5b6fcb93c40f6adc8e604dee1dd45e7f,English,Springer Science and Business Media Deutschland GmbH,,"The proceedings contain 31 papers. The special focus in this conference is on Computing Science, Communication and Security. The topics include: Osmotic Computing-Based Task Offloading: A Fuzzy Logic-Based Approach; Traveler’s Demand Reactive Dynamic Online Bus Routing [TraDeR-DOBR] to Improvize Comfort Perception in Intelligent Public Transport System; High-Speed FSO System for Future Generation Networks for Long Reach; Mitigating PAPR Challenges in Massive MIMO Systems for CR-IoT Networks: A Graeco-Latin Square Approach; performance Analysis of IoT Network over 5G Communication; ioT-Based Convolutional Neural Networks in a Farm Pest Detection Using Transfer Learning; Performance Comparison of NOMA Vehicular Communications Under Shadow Fading; Detecting Distributed Denial of Service (DDoS) Attacks in a Multi-controller SDN Environment Utilizing Machine Learning; Comprehensive Study of Short Channel Effects (SCEs) in MOSFET and FinFET Devices; A Machine Learning (ML)-Inspired Method for Intrusion Detection in IoT Devices Networks; an Anomaly—Misuse Hybrid System for Efficient Intrusion Detection in Clustered Wireless Sensor Network Using Neural Network; detection and Prevention of Black Hole Attack and Sybil Attack in Vehicular Ad Hoc Networks; cognitive Ad Hoc Trust Routing for Enhanced Quality of Service; routing in IoT Network Using NetSim Simulator; A Novel Approach of SHA-3-512bits Using Keccak Technique Based on Sponge Function Implementation on FPGA; cooperative Spectrum Sensing in Cognitive Radio Network Using Adaptive Walruses Optimization Algorithm; Catalan’s Conjecture and Elliptic Curve Cryptography (CCECC) Algorithm for Enhancing Data Security During Data Transmission in MANET; monitoring the Concentration of Air Pollutants and Its Health Hazards Using Machine Learning Models; containment of Compromised Nodes in a Distributed Environment; a Novel Approach to Solve Network Security, Cryptography Problems Using Genetic Algorithm.",Cited by: 0,,"",,
rayyan-457898616,Autonomous Robots for Air Quality Control and Sterility Maintenance in Surgical Rooms Using AI and IoT,2025,,,"2025 International Conference on Smart and Sustainable Technology, INCSST 2025",,,,,"Ratna Raju, Ayalapogu and Mohammed, Ubaid Ul Mannan and Prabha, M. and Preethi, K. R. and Muthulekshmi, M. and Murukesh, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024934517&doi=10.1109%2FINCSST64791.2025.11210254&partnerID=40&md5=5b4cec0543876ef2cf37687e896c6ae6,English,Institute of Electrical and Electronics Engineers Inc.,,"In this study, the use of autonomous robots to improve air quality management and sterility in surgical situations is explored. The robots are outfitted with advanced sensors that continually monitor airborne pollutants and ambient conditions using AI and the IoT. The implementation of fuzzy logic control algorithms enables real-time decisionmaking, enabling the process of air filtration and sterilization to be dynamically adjusted depending on changing factors. It details a comprehensive system design that allows easy integration into healthcare networks via data collecting, processing, and communication protocols. The deployment of these autonomous robots seems to greatly enhance compliance with air quality regulations, leading to a decrease in the incidence of surgery site infections, according to preliminary studies. Healthcare providers can provide better care to patients with this novel method, which automates vital operations. Robotics can revolutionize several contemporary surgical procedures, as shown by the results. © 2025 IEEE.",Cited by: 0,10.1109/INCSST64791.2025.11210254,Air pollution control; Air quality; Data handling; Intelligent robots; Medical computing; Quality...,,
rayyan-457898617,Urban Air Quality Analysis Using Ensemble Learning,2025,,,"International Conference on Advances in Biomedical Engineering, ICABME",23775688,,,,"Haidar, Imane M. and Itani, Sari S. and Kaouk, Ali and Kaddah, Ahmad and Alloul, Diyaa Abou and Doughan, Ziad",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024484888&doi=10.1109%2FICABME66883.2025.11211707&partnerID=40&md5=ef4761cda0e485abcd55536b350c7db5,English,Institute of Electrical and Electronics Engineers Inc.,,"This paper presents a machine learning framework for urban air quality analysis, combining traditional machine learning, fuzzy logic, and biomimetic pattern recognition. Our system processes real-time environmental sensor data including Nitrous Oxide (NO2) and Carbon Monoxide (CO), to predict Air Quality Index (AQI) values, reaching a 96% R<sup>2</sup> score. The proposed ensemble architecture integrates nine machine learning models, including Decision Trees (DT) Adaptive NeuroFuzzy Inference Systems (ANFIS) Biomimetic Neural Networks (BMN), and Feed-Forward Neural Networks (FFNN), demonstrating superior performance of the ensemble when compared to individual models across 10 randomized train-test splits. The experimental results reveal that our hybrid approach significantly reduces prediction variance compared to conventional singlemodel implementations. The research particularly highlights the effectiveness of combining symbolic AI (fuzzy logic, biomimetic networks) with subsymbolic approaches (neural networks and machine learning) for handling sensor data uncertainties. Finally, the predictive pipeline could potentially be integrated into monitoring stations to improve risk assessment capabilities, and could also be applied to assess air quality in localized areas. © 2025 IEEE.",Cited by: 0,10.1109/ICABME66883.2025.11211707,Air quality; Biomimetics; Data mining; Decision trees; Feedforward neural networks; Fuzzy inferen...,,
rayyan-457898618,Enhancing Low-Cost Air Quality Sensors with AI for Smart Green Routing,2025,,,Annals of Computer Science and Intelligence Systems,,,2025,369 - 374,"Po, Laura and Rollo, Federica and Casari, Martina and Angelinelli, Matteo and Pedrazzi, Giorgio and Turra, Roberta and De Pascali, Chiara and Francioso, Luca Nunzio",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022253537&doi=10.15439%2F2025F3919&partnerID=40&md5=c90818aa9de1410ae5e403fa0210f664,English,Institute of Electrical and Electronics Engineers Inc.,,"Urban air pollution poses severe health risks, demanding accurate monitoring and exposure-reducing solutions. Low-Cost air quality sensors (LCS) provide high spatial resolution but suffer from accuracy limitations that hinder their reliability. This paper presents the AIQS project (AI-enhanced air quality sensor for optimizing green routes), an ongoing initiative that combines artificial intelligence, sensor hardware optimization, and pedestrian routing innovation to address these challenges. AIQS applies machine learning techniques, including Multilayer Perceptrons and fuzzy logic, to correct sensor readings. In parallel, hardware-level optimizations, such as fluid dynamics simulations and pre-treatment modules, are explored to enhance sensor performance. The corrected AQ data is then incorporated into a configurable routing tool capable of estimating pollutant exposure and computing low-exposure pedestrian paths in urban environments. First evaluations, shows that our correction models achieve up to 0.92 R<sup>2</sup> against reference data across diverse urban environments. The corrected data drives a configurable routing tool that computes paths minimizing cumulative pollution exposure while balancing user preferences (e.g., proximity to green spaces). Preliminary validation in Modena, Italy demonstrates viable ""green routes"". © 2025 Polish Information Processing Society.",Cited by: 2; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.15439/2025F3919,Air quality; Computer hardware; Costs; Green computing; Health risks; Learning algorithms; Learni...,,
rayyan-457898619,Fuzzy Logic-Inspired Dynamic Energy Optimization Mechanism for Resource-Constrained IoT Sensor Nodes With Renewable Power Sources,2025,,,IEEE Sensors Journal,1530437X,25,23,43446 - 43458,"Kumar, Deepak and Talukdar, Nayanjit and Ghosh, Arindam and Mazumdar, Nabajyoti and Kumar Singh, Rajat",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020397655&doi=10.1109%2FJSEN.2025.3623795&partnerID=40&md5=50f1ddaa7f87276c49f463aaf37c9386,English,Institute of Electrical and Electronics Engineers Inc.,,"Energy sustainability remains a critical challenge in Internet of Things (IoT) networks, where sensor nodes are inherently constrained by limited battery capacity. Energy harvesting (EH) has emerged as a viable solution, enabling sensor nodes to replenish power from ambient sources such as solar radiation and radio frequency (RF) signals. However, the stochastic and intermittent nature of harvested energy poses significant challenges to conventional routing schemes that assume stable energy availability. This work proposes a fuzzy logic-based adaptive routing and positioning framework designed for EH-enabled IoT networks to ensure balanced energy utilization and resilient connectivity. The framework operates through two key phases: 1) strategic placement of EH nodes guided by contextual parameters such as residual energy, node density, and solar intensity; and 2) energy-aware routing that dynamically selects optimal communication paths based on link quality and node energy levels. By leveraging the decision-making flexibility of fuzzy logic, the system adapts in real time to fluctuating energy conditions, enhancing network longevity and reliability. Extensive simulations demonstrate that the proposed framework significantly improves energy efficiency, network sustainability, and data delivery performance compared to conventional routing approaches, highlighting its potential for large-scale, energy-constrained IoT deployments. © 2001-2012 IEEE.",Cited by: 0,10.1109/JSEN.2025.3623795,Computer circuits; Constrained optimization; Decision making; Energy efficiency; Energy harvestin...,,
rayyan-457898620,"International Conference on AI and Robotics, AIR 2025",2025,,,Lecture Notes in Networks and Systems,23673370,1629,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019490152&partnerID=40&md5=837e7615f9131df2723035d7daa2deea,English,Springer Science and Business Media Deutschland GmbH,,"The proceedings contain 37 papers. The special focus in this conference is on AI and Robotics. The topics include: Comparative Analysis of Machine Learning Approaches for Symptom-Based Syndrome Analysis Using Support Vector Classifier; Sentiment Classification on Suicide Notes Using BERT, Bi-LSTM, and Multi-head Attention; DecepTech AI: Advancing Lie Detection Through Multimodal Nonverbal Behavior Analysis; Comprehensive Dysarthria Diagnostic System: An AI-Based Real-Time Speech Performance Tracking Approach; comparative Analysis of Machine Learning Models for Emotion-Based Music Recommendation Systems; deep Convolutional Neural Networks vs. Vision Transformers for Video-Based Human Activity Recognition; Hybrid Improved Rat Swarm Optimization-Fuzzy Logic Controller Based Energy Management in PV Powered EV Charging Under Dynamic Condition; optimized Hierarchical Attention Network for Legal Outcome Predictions; reversible Logic-Based Cryptography for Medical Imaging: A Performance Comparison; AGNet: An Adaptive Encoder-Decoder GNN for Spatio-Temporal Forecasting; a Survey on Braille Character Recognition and Text-to-Speech Conversion Systems; ioTaaS: An Internet of Things as a Service Framework for Virtual Experimentation; Criteria Mapping for Waste Management in Indonesia Using Sentiment Analysis and MCDA Approach; enhancing Air Quality Prediction Using Machine Learning Algorithms; A Novel Analysis of DC-DC Voltage Conversion Circuit with Modified RBFN Controller for Hydrogen Vehicle Technology; modified Electrical Fuzzy C-Means Clustering Algorithm; efficient Breast Cancer Detection Using Vision Transformer; optimized Semantic Segmentation and Fail-Safe IoT Control Switchover for Autonomous Vehicles on Low-Power Embedded Devices; FPS-For-All: A Fusion Solution for Upper-Limb Disability People to Play FPS Games; Balancing Innovation and Accountability: Threats and Challenges of AI in Remote Sensing Applications; Design and Development of a 6-DOF Robotic Arm for Pick and Place Application.",Cited by: 0,,"",,
rayyan-457898623,"International Conference on Information Technology and Systems, ICITS 2025",2025,,,Lecture Notes in Networks and Systems,23673370,1448,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012850526&partnerID=40&md5=4602d9c10ce20bbd91e351a1bee93e3e,English,Springer Science and Business Media Deutschland GmbH,,"The proceedings contain 70 papers. The special focus in this conference is on Information Technology and Systems. The topics include: Proposal of a Web Application for the Efficient Management of Internship Projects in Higher Education: An Innovative Approach to Efficiently Manage an Ecosystem of Distributed Services; intelligent Traffic Lights System Against Vehicular Congestion in Lima Using Artificial Intelligence; Object Sensing Robot and Distance Measurement Using Arduino UNO; mentoring on Common Software Engineering Practices for Software Startups; Mobile Development: Transition from Xamarin.Forms to .NET MAUI; development of a Sentiment Analysis System for Chatbot Responses Enhanced with Fuzzy Logic; Implementation of a Methodology to Resolve Inventive Conflicts Through TRIZ and the System Dynamics Approach; hachi: Development of a Gamified Video Game with Artificial Intelligence Integration for Animal Protection Awareness; quantum Deep Learning: Reliability of Deep Learning Empowered Garbage Sorting and Detection by Visual Context for Aerial Images; web-Based Application to Support Decision-Making in Determining the Progress of the Green Transition; monitoring Air Pollutants in Industrial Settings: a Study in Tungurahua, Ecuador; smart Home Technology Adoption: A Qualitative Study; open Source Intelligence a Cybersecurity Case Study; how to Teach Internet of Things in Academy: Practical Tips and Challenges; review of Key Factors in Task Offloading Decision-Making in Heterogeneous Vehicular Networks; Practical IIoT Implementation by Integrating the Siemens LOGO PLC with AWS Using LWE 1.2; data Pipelines Implementation and Management for Data Engineering: A Case Study Applied to the Public Sector; User Experience (UX) Optimization with AI: Integration of Artificial Intelligence to Personalize the User Experience in Applications and Websites, Anticipating Their Needs and Preferences.",Cited by: 0,,"",,
